id,x,y,w,h
enemy140-Walk-5-5,2318,1860,49,73
enemy140-Walk-5-6,1157,1815,45,68
enemy140-Walk-5-7,1686,2303,41,66
enemy140-Walk-6-1,2803,1309,51,67
enemy140-Walk-6-2,1865,2221,47,69
enemy140-Walk-6-3,856,1952,45,69
enemy140-Walk-6-4,2405,1224,52,69
enemy140-Walk-6-5,2642,1138,52,70
enemy140-Walk-6-6,2510,1638,46,71
enemy140-Walk-6-7,1912,2271,47,67
enemy140-Walk-6-8,2401,1360,52,67
enemy140-Walk-7-1,3056,771,47,73
enemy140-Walk-7-2,1916,1925,45,72
enemy140-Walk-7-3,1440,2278,41,70
enemy140-Walk-7-4,1777,2364,37,69
enemy140-Walk-7-5,1522,2232,41,70
enemy140-Walk-7-6,1019,1796,45,70
enemy140-Walk-7-7,2086,2017,48,71
enemy150-Attack-0-1,2056,2145,30,70
enemy150-Attack-0-2,2335,124,24,84
enemy150-Attack-0-3,647,1064,24,79
enemy150-Attack-0-4,1341,2665,26,49
enemy150-Attack-0-5,789,2572,27,59
enemy150-Attack-1-1,1211,2615,26,74
enemy150-Attack-1-2,946,676,28,86
enemy150-Attack-1-3,601,2113,37,80
enemy150-Attack-1-4,1536,2175,45,57
enemy150-Attack-1-5,1481,2362,36,65
enemy150-Attack-2-1,3961,1252,35,74
enemy150-Attack-2-2,3688,1266,37,84
enemy150-Attack-2-3,3056,541,47,79
enemy150-Attack-2-4,4222,2334,68,66
enemy150-Attack-2-5,1480,1669,53,71
enemy150-Attack-3-1,3957,1619,39,71
enemy150-Attack-3-2,274,715,38,79
enemy150-Attack-3-3,4964,2463,36,80
enemy150-Attack-3-4,3725,1098,59,72
enemy150-Attack-3-5,2882,818,50,72
enemy150-Attack-4-1,2056,1641,30,72
enemy150-Attack-4-2,647,984,24,80
enemy150-Attack-4-3,288,258,24,87
enemy150-Attack-4-4,1159,2627,26,78
enemy150-Attack-4-5,1705,1738,27,76
enemy150-Attack-5-1,1289,2602,26,75
enemy150-Attack-5-2,716,755,28,80
enemy150-Attack-5-3,3688,1179,37,87
enemy150-Attack-5-4,356,1559,45,76
enemy150-Attack-5-5,1845,1431,36,76
enemy150-Attack-6-1,2846,1507,35,72
enemy150-Attack-6-2,315,2168,37,78
enemy150-Attack-6-3,3056,460,47,81
enemy150-Attack-6-4,4222,2400,68,64
enemy150-Attack-6-5,1566,1741,53,69
enemy150-Attack-7-1,2842,1815,39,68
enemy150-Attack-7-2,274,794,38,77
enemy150-Attack-7-3,202,2286,37,77
enemy150-Attack-7-4,3329,1088,59,51
enemy150-Attack-7-5,2691,1824,50,59
enemy150-Stand-0-1,2056,2215,30,70
enemy150-Stand-0-2,2056,2285,30,69
enemy150-Stand-0-3,239,2388,30,68
enemy150-Stand-0-4,239,2456,30,68
enemy150-Stand-0-5,239,2524,30,68
enemy150-Stand-0-6,2056,2354,30,69
enemy150-Stand-1-1,1185,2675,26,74
enemy150-Stand-1-2,1211,2689,26,73
enemy150-Stand-1-3,4414,1501,25,72
enemy150-Stand-1-4,832,1262,24,72
enemy150-Stand-1-5,4414,1428,25,73
enemy150-Stand-1-6,1263,2593,26,74
enemy150-Stand-2-1,3961,1326,35,74
enemy150-Stand-2-2,3961,1400,35,74
enemy150-Stand-2-3,202,2512,37,73
enemy150-Stand-2-4,1616,699,38,73
enemy150-Stand-2-5,46,2488,37,73
enemy150-Stand-2-6,1785,1600,36,74
enemy150-Stand-3-1,3957,1690,39,71
enemy150-Stand-3-2,2517,1075,39,71
enemy150-Stand-3-3,1481,2292,41,70
enemy150-Stand-3-4,1563,2257,41,70
enemy150-Stand-3-5,1522,2302,41,70
enemy150-Stand-3-6,2517,1146,39,71
enemy150-Stand-4-1,2056,1713,30,72
enemy150-Stand-4-2,2056,1785,30,72
enemy150-Stand-4-3,2056,1857,30,72
enemy150-Stand-4-4,2056,1929,30,72
enemy150-Stand-4-5,2056,2001,30,72
enemy150-Stand-4-6,2056,2073,30,72
enemy150-Stand-5-1,1289,2677,26,75
enemy150-Stand-5-2,1289,2752,26,75
enemy150-Stand-5-3,1742,821,25,74
enemy150-Stand-5-4,647,1143,24,74
enemy150-Stand-5-5,3895,452,25,74
enemy150-Stand-5-6,1237,2593,26,75
enemy150-Stand-6-1,2846,1579,35,72
enemy150-Stand-6-2,1697,2231,35,72
enemy150-Stand-6-3,1364,1967,37,71
enemy150-Stand-6-4,1616,772,38,71
enemy150-Stand-6-5,1364,2038,37,71
enemy150-Stand-6-6,1284,2056,35,72
enemy150-Stand-7-1,1781,1674,39,68
enemy150-Stand-7-2,1781,1810,39,67
enemy150-Stand-7-3,1645,2368,41,66
enemy150-Stand-7-4,1727,2333,41,66
enemy150-Stand-7-5,1686,2369,41,66
enemy150-Stand-7-6,1781,1742,39,68
enemy150-Walk-0-1,735,2444,29,64
enemy150-Walk-0-2,864,2204,29,69
enemy150-Walk-0-3,909,2201,29,70
enemy150-Walk-0-4,577,2314,30,65
enemy150-Walk-0-5,4969,2008,31,68
enemy150-Walk-0-6,640,1764,31,70
enemy150-Walk-0-7,1701,1886,31,68
enemy150-Walk-0-8,555,2552,30,64
enemy150-Walk-1-1,352,2308,32,68
enemy150-Walk-1-2,979,1918,37,68
enemy150-Walk-1-3,979,2053,37,67
enemy150-Walk-1-4,239,2319,30,69
enemy150-Walk-1-5,4968,2076,32,73
enemy150-Walk-1-6,2088,973,32,74
enemy150-Walk-1-7,240,2248,29,71
enemy150-Walk-2-1,4718,2195,35,75
enemy150-Walk-2-2,3587,745,46,74
enemy150-Walk-2-3,2330,1686,51,74
enemy150-Walk-2-4,3996,718,34,75
enemy150-Walk-2-5,4537,1020,31,73
enemy150-Walk-2-6,46,2340,37,74
enemy150-Walk-2-7,4712,2669,39,74
enemy150-Walk-2-8,4537,725,31,74
enemy150-Walk-3-1,315,2246,37,78
enemy150-Walk-3-2,315,2089,37,79
enemy150-Walk-3-3,1847,1272,34,80
enemy150-Walk-3-4,1849,1198,32,74
enemy150-Walk-3-5,3961,1474,35,73
enemy150-Walk-3-6,1785,1519,36,75
enemy150-Walk-3-7,1490,638,38,76
enemy150-Walk-4-1,4410,2304,29,77
enemy150-Walk-4-2,4410,2226,29,78
enemy150-Walk-4-3,4410,2054,29,81
enemy150-Walk-4-4,1372,1740,30,76
enemy150-Walk-4-5,4537,570,31,78
enemy150-Walk-4-6,4537,491,31,79
enemy150-Walk-4-7,281,634,31,81
enemy150-Walk-4-8,1372,1816,30,76
enemy150-Walk-5-1,4968,2149,32,73
enemy150-Walk-5-2,202,2438,37,74
enemy150-Walk-5-3,202,2363,37,75
enemy150-Walk-5-4,1372,1654,30,77
enemy150-Walk-5-5,1849,1120,32,78
enemy150-Walk-5-6,1973,311,33,80
enemy150-Walk-5-7,4410,2135,29,79
enemy150-Walk-6-1,1732,1446,35,73
enemy150-Walk-6-2,3223,945,46,74
enemy150-Walk-6-3,2804,1100,51,74
enemy150-Walk-6-4,3996,793,34,74
enemy150-Walk-6-5,4537,799,31,74
enemy150-Walk-6-6,46,2414,37,74
enemy150-Walk-6-7,4960,2650,39,74
enemy150-Walk-6-8,4537,873,31,74
enemy150-Walk-7-1,981,1846,37,72
enemy150-Walk-7-2,46,2561,37,73
enemy150-Walk-7-3,3996,940,34,72
enemy150-Walk-7-4,639,1985,32,69
enemy150-Walk-7-5,1589,2467,35,68
enemy150-Walk-7-6,1262,2372,36,68
enemy150-Walk-7-7,1614,1980,38,67
